     Time            Drag            Lift          ZForce
   2.1750000       2.0407586     -0.62936226E-02 -0.11119601    
   2.1800000       2.0466355     -0.63264624E-02 -0.11176446    
   2.1850000       2.0525070     -0.63590465E-02 -0.11233238    
   2.1900000       2.0583730     -0.63913574E-02 -0.11289975    
   2.1950000       2.0642333     -0.64233788E-02 -0.11346655    
   2.2000000       2.0700880     -0.64550958E-02 -0.11403279    
   2.2050000       2.0759369     -0.64864952E-02 -0.11459845    
   2.2100000       2.0817799     -0.65175652E-02 -0.11516352    
   2.2150000       2.0876170     -0.65482957E-02 -0.11572800    
   2.2200000       2.0934481     -0.65786782E-02 -0.11629188    
   2.2250000       2.0992730     -0.66087057E-02 -0.11685515    
   2.2300000       2.1050917     -0.66383730E-02 -0.11741780    
   2.2350000       2.1109042     -0.66676765E-02 -0.11797983    
   2.2400000       2.1167102     -0.66966143E-02 -0.11854123    
   2.2450000       2.1225098     -0.67251862E-02 -0.11910199    
   2.2500000       2.1283029     -0.67533933E-02 -0.11966210    
   2.2550000       2.1340893     -0.67812386E-02 -0.12022156    
   2.2600000       2.1398690     -0.68087265E-02 -0.12078035    
   2.2650000       2.1456419     -0.68358628E-02 -0.12133849    
   2.2700000       2.1514080     -0.68626550E-02 -0.12189595    
   2.2750000       2.1571671     -0.68891116E-02 -0.12245273    
   2.2800000       2.1629191     -0.69152427E-02 -0.12300883    
   2.2850000       2.1686640     -0.69410594E-02 -0.12356423    
   2.2900000       2.1744017     -0.69665740E-02 -0.12411894    
   2.2950000       2.1801321     -0.69917999E-02 -0.12467295    
   2.3000000       2.1858552     -0.70167514E-02 -0.12522625    
   2.3050000       2.1915708     -0.70414436E-02 -0.12577884    
   2.3100000       2.1972789     -0.70658924E-02 -0.12633071    
   2.3150000       2.2029794     -0.70901143E-02 -0.12688185    
   2.3200000       2.2086721     -0.71141263E-02 -0.12743226    
   2.3250000       2.2143572     -0.71379459E-02 -0.12798194    
   2.3300000       2.2200343     -0.71615908E-02 -0.12853088    
   2.3350000       2.2257036     -0.71850790E-02 -0.12907907    
   2.3400000       2.2313648     -0.72084285E-02 -0.12962652    
   2.3450000       2.2370180     -0.72316572E-02 -0.13017321    
   2.3500000       2.2426630     -0.72547832E-02 -0.13071914    
   2.3550000       2.2482998     -0.72778238E-02 -0.13126430    
   2.3600000       2.2539283     -0.73007964E-02 -0.13180870    
   2.3650000       2.2595484     -0.73237178E-02 -0.13235232    
   2.3700000       2.2651601     -0.73466042E-02 -0.13289517    
   2.3750000       2.2707635     -0.73694761E-02 -0.13343728    
   2.3800000       2.2763574     -0.73923166E-02 -0.13397842    
   2.3850000       2.2819440     -0.74152149E-02 -0.13451910    
   2.3900000       2.2875205     -0.74380858E-02 -0.13505859    
   2.3950000       2.2930890     -0.74610231E-02 -0.13559762    
   2.4000000       2.2986482     -0.74839924E-02 -0.13613558    
   2.4050000       2.3041988     -0.75070274E-02 -0.13667294    
   2.4100000       2.3097400     -0.75301179E-02 -0.13720930    
   2.4150000       2.3152724     -0.75532880E-02 -0.13774500    
   2.4200000       2.3207954     -0.75765300E-02 -0.13827974    
   2.4250000       2.3263093     -0.75998611E-02 -0.13881377    
   2.4300000       2.3318137     -0.76232747E-02 -0.13934686    
   2.4350000       2.3373089     -0.76467824E-02 -0.13987920    
   2.4400000       2.3427945     -0.76703776E-02 -0.14041061    
   2.4450000       2.3482706     -0.76940672E-02 -0.14094125    
   2.4500000       2.3537371     -0.77178436E-02 -0.14147096    
   2.4550000       2.3591939     -0.77417099E-02 -0.14199988    
   2.4600000       2.3646410     -0.77656573E-02 -0.14252787    
   2.4650000       2.3700783     -0.77896853E-02 -0.14305505    
   2.4700000       2.3755057     -0.78137836E-02 -0.14358130    
   2.4750000       2.3809232     -0.78379487E-02 -0.14410671    
   2.4800000       2.3863306     -0.78621689E-02 -0.14463120    
   2.4850000       2.3917280     -0.78864382E-02 -0.14515483    
   2.4900000       2.3971152     -0.79107432E-02 -0.14567753    
   2.4950000       2.4024922     -0.79350759E-02 -0.14619935    
   2.5000000       2.4078589     -0.79594218E-02 -0.14672024    
   2.5050000       2.4132153     -0.79837708E-02 -0.14724024    
   2.5100000       2.4185613     -0.80081076E-02 -0.14775929    
   2.5150000       2.4238968     -0.80324208E-02 -0.14827743    
   2.5200000       2.4292218     -0.80566944E-02 -0.14879462    
   2.5250000       2.4345361     -0.80809158E-02 -0.14931089    
   2.5300000       2.4398398     -0.81050689E-02 -0.14982619    
   2.5350000       2.4451327     -0.81291406E-02 -0.15034055    
   2.5400000       2.4504149     -0.81531147E-02 -0.15085393    
   2.5450000       2.4556861     -0.81769779E-02 -0.15136636    
   2.5500000       2.4609465     -0.82007145E-02 -0.15187780    
   2.5550000       2.4661958     -0.82243113E-02 -0.15238827    
   2.5600000       2.4714341     -0.82477533E-02 -0.15289774    
   2.5650000       2.4766613     -0.82710281E-02 -0.15340622    
   2.5700000       2.4818773     -0.82941217E-02 -0.15391369    
   2.5750000       2.4870820     -0.83170226E-02 -0.15442015    
   2.5800000       2.4922754     -0.83397181E-02 -0.15492559    
   2.5850000       2.4974575     -0.83621980E-02 -0.15543000    
   2.5900000       2.5026280     -0.83844512E-02 -0.15593337    
   2.5950000       2.5077872     -0.84064692E-02 -0.15643570    
   2.6000000       2.5129347     -0.84282426E-02 -0.15693697    
   2.6050000       2.5180706     -0.84497644E-02 -0.15743718    
   2.6100000       2.5231948     -0.84710277E-02 -0.15793632    
   2.6150000       2.5283072     -0.84920272E-02 -0.15843439    
   2.6200000       2.5334079     -0.85127579E-02 -0.15893136    
   2.6250000       2.5384966     -0.85332167E-02 -0.15942724    
   2.6300000       2.5435735     -0.85534009E-02 -0.15992202    
   2.6350000       2.5486383     -0.85733095E-02 -0.16041568    
   2.6400000       2.5536910     -0.85929416E-02 -0.16090822    
   2.6450000       2.5587316     -0.86122986E-02 -0.16139962    
   2.6500000       2.5637600     -0.86313818E-02 -0.16188989    
   2.6550000       2.5687762     -0.86501943E-02 -0.16237900    
   2.6600000       2.5737801     -0.86687397E-02 -0.16286695    
   2.6650000       2.5787715     -0.86870228E-02 -0.16335374    
   2.6700000       2.5837506     -0.87050492E-02 -0.16383934    
   2.6750000       2.5887171     -0.87228254E-02 -0.16432376    
   2.6800000       2.5936711     -0.87403585E-02 -0.16480697    
   2.6850000       2.5986124     -0.87576567E-02 -0.16528898    
   2.6900000       2.6035411     -0.87747286E-02 -0.16576977    
   2.6950000       2.6084570     -0.87915835E-02 -0.16624934    
   2.7000000       2.6133601     -0.88082310E-02 -0.16672766    
   2.7050000       2.6182503     -0.88246817E-02 -0.16720474    
   2.7100000       2.6231276     -0.88409460E-02 -0.16768057    
   2.7150000       2.6279919     -0.88570350E-02 -0.16815512    
   2.7200000       2.6328431     -0.88729598E-02 -0.16862840    
   2.7250000       2.6376812     -0.88887319E-02 -0.16910039    
   2.7300000       2.6425061     -0.89043625E-02 -0.16957108    
   2.7350000       2.6473178     -0.89198631E-02 -0.17004047    
   2.7400000       2.6521162     -0.89352450E-02 -0.17050854    
   2.7450000       2.6569012     -0.89505195E-02 -0.17097529    
   2.7500000       2.6616728     -0.89656973E-02 -0.17144070    
   2.7550000       2.6664308     -0.89807892E-02 -0.17190476    
   2.7600000       2.6711754     -0.89958053E-02 -0.17236746    
   2.7650000       2.6759063     -0.90107555E-02 -0.17282880    
   2.7700000       2.6806235     -0.90256492E-02 -0.17328877    
   2.7750000       2.6853270     -0.90404951E-02 -0.17374735    
   2.7800000       2.6900167     -0.90553013E-02 -0.17420453    
   2.7850000       2.6946926     -0.90700755E-02 -0.17466031    
   2.7900000       2.6993545     -0.90848244E-02 -0.17511468    
   2.7950000       2.7040024     -0.90995543E-02 -0.17556762    
   2.8000000       2.7086363     -0.91142704E-02 -0.17601913    
   2.8050000       2.7132561     -0.91289776E-02 -0.17646920    
   2.8100000       2.7178617     -0.91436796E-02 -0.17691782    
   2.8150000       2.7224531     -0.91583795E-02 -0.17736498    
   2.8200000       2.7270301     -0.91730797E-02 -0.17781067    
   2.8250000       2.7315929     -0.91877816E-02 -0.17825488    
   2.8300000       2.7361412     -0.92024860E-02 -0.17869760    
   2.8350000       2.7406750     -0.92171929E-02 -0.17913883    
   2.8400000       2.7451943     -0.92319015E-02 -0.17957855    
   2.8450000       2.7496990     -0.92466106E-02 -0.18001676    
   2.8500000       2.7541891     -0.92613178E-02 -0.18045345    
   2.8550000       2.7586644     -0.92760205E-02 -0.18088861    
   2.8600000       2.7631249     -0.92907154E-02 -0.18132224    
   2.8650000       2.7675706     -0.93053987E-02 -0.18175432    
   2.8700000       2.7720014     -0.93200659E-02 -0.18218484    
   2.8750000       2.7764172     -0.93347124E-02 -0.18261381    
   2.8800000       2.7808180     -0.93493329E-02 -0.18304121    
   2.8850000       2.7852038     -0.93639221E-02 -0.18346703    
   2.8900000       2.7895743     -0.93784741E-02 -0.18389127    
   2.8950000       2.7939297     -0.93929831E-02 -0.18431392    
   2.9000000       2.7982698     -0.94074430E-02 -0.18473498    
   2.9050000       2.8025945     -0.94218478E-02 -0.18515443    
   2.9100000       2.8069039     -0.94361914E-02 -0.18557227    
   2.9150000       2.8111978     -0.94504677E-02 -0.18598849    
   2.9200000       2.8154763     -0.94646709E-02 -0.18640310    
   2.9250000       2.8197391     -0.94787953E-02 -0.18681607    
   2.9300000       2.8239863     -0.94928354E-02 -0.18722741    
   2.9350000       2.8282179     -0.95067861E-02 -0.18763711    
   2.9400000       2.8324336     -0.95206426E-02 -0.18804517    
   2.9450000       2.8366336     -0.95344005E-02 -0.18845157    
   2.9500000       2.8408177     -0.95480558E-02 -0.18885632    
   2.9550000       2.8449859     -0.95616051E-02 -0.18925941    
   2.9600000       2.8491381     -0.95750455E-02 -0.18966083    
   2.9650000       2.8532743     -0.95883746E-02 -0.19006058    
   2.9700000       2.8573944     -0.96015906E-02 -0.19045865    
   2.9750000       2.8614983     -0.96146922E-02 -0.19085505    
   2.9800000       2.8655860     -0.96276789E-02 -0.19124976    
   2.9850000       2.8696574     -0.96405507E-02 -0.19164278    
   2.9900000       2.8737125     -0.96533081E-02 -0.19203411    
   2.9950000       2.8777512     -0.96659525E-02 -0.19242375    
   3.0000000       2.8817734     -0.96784857E-02 -0.19281168    
   3.0050000       2.8857792     -0.96909101E-02 -0.19319792    
   3.0100000       2.8897684     -0.97032288E-02 -0.19358245    
   3.0150000       2.8937409     -0.97154452E-02 -0.19396527    
   3.0200000       2.8976968     -0.97275635E-02 -0.19434638    
   3.0250000       2.9016360     -0.97395881E-02 -0.19472578    
   3.0300000       2.9055584     -0.97515241E-02 -0.19510346    
   3.0350000       2.9094640     -0.97633768E-02 -0.19547942    
   3.0400000       2.9133526     -0.97751520E-02 -0.19585366    
   3.0450000       2.9172243     -0.97868557E-02 -0.19622618    
   3.0500000       2.9210790     -0.97984941E-02 -0.19659697    
   3.0550000       2.9249167     -0.98100737E-02 -0.19696604    
   3.0600000       2.9287372     -0.98216011E-02 -0.19733337    
   3.0650000       2.9325406     -0.98330829E-02 -0.19769898    
   3.0700000       2.9363267     -0.98445259E-02 -0.19806286    
   3.0750000       2.9400956     -0.98559367E-02 -0.19842501    
   3.0800000       2.9438471     -0.98673219E-02 -0.19878542    
   3.0850000       2.9475813     -0.98786877E-02 -0.19914410    
   3.0900000       2.9512980     -0.98900405E-02 -0.19950104    
   3.0950000       2.9549973     -0.99013862E-02 -0.19985625    
   3.1000000       2.9586790     -0.99127303E-02 -0.20020972    
   3.1050000       2.9623431     -0.99240780E-02 -0.20056145    
   3.1100000       2.9659896     -0.99354343E-02 -0.20091145    
   3.1150000       2.9696182     -0.99467992E-02 -0.20125968    
   3.1200000       2.9732297     -0.99582034E-02 -0.20160628    
   3.1250000       2.9768225     -0.99695869E-02 -0.20195096    
   3.1300000       2.9803984     -0.99810402E-02 -0.20229415    
   3.1350000       2.9839554     -0.99924686E-02 -0.20263530    
   3.1400000       2.9874956     -0.10003977E-01 -0.20297506    
   3.1450000       2.9910166     -0.10015458E-01 -0.20331270    
   3.1500000       2.9945206     -0.10027021E-01 -0.20364899    
   3.1550000       2.9980059     -0.10038575E-01 -0.20398321    
   3.1600000       3.0014734     -0.10050177E-01 -0.20431597    
   3.1650000       3.0049224     -0.10061789E-01 -0.20464677    
   3.1700000       3.0083535     -0.10073440E-01 -0.20497603    
   3.1750000       3.0117660     -0.10085100E-01 -0.20530340    
   3.1800000       3.0151605     -0.10096791E-01 -0.20562917    
   3.1850000       3.0185363     -0.10108486E-01 -0.20595310    
   3.1900000       3.0218940     -0.10120202E-01 -0.20627540    
   3.1950000       3.0252330     -0.10131917E-01 -0.20659588    
   3.2000000       3.0285536     -0.10143641E-01 -0.20691472    
   3.2050000       3.0318556     -0.10155355E-01 -0.20723176    
   3.2100000       3.0351391     -0.10167066E-01 -0.20754714    
   3.2150000       3.0384038     -0.10178758E-01 -0.20786074    
   3.2200000       3.0416500     -0.10190435E-01 -0.20817268    
   3.2250000       3.0448773     -0.10202080E-01 -0.20848285    
   3.2300000       3.0480859     -0.10213697E-01 -0.20879135    
   3.2350000       3.0512756     -0.10225272E-01 -0.20909808    
   3.2400000       3.0544466     -0.10236804E-01 -0.20940315    
   3.2450000       3.0575985     -0.10248283E-01 -0.20970646    
   3.2500000       3.0607316     -0.10259707E-01 -0.21000810    
   3.2550000       3.0638457     -0.10271065E-01 -0.21030800    
   3.2600000       3.0669407     -0.10282357E-01 -0.21060622    
   3.2650000       3.0700166     -0.10293573E-01 -0.21090271    
   3.2700000       3.0730735     -0.10304712E-01 -0.21119752    
   3.2750000       3.0761112     -0.10315765E-01 -0.21149060    
   3.2800000       3.0791297     -0.10326732E-01 -0.21178201    
   3.2850000       3.0821289     -0.10337605E-01 -0.21207169    
   3.2900000       3.0851089     -0.10348384E-01 -0.21235971    
   3.2950000       3.0880695     -0.10359063E-01 -0.21264600    
   3.3000000       3.0910108     -0.10369642E-01 -0.21293063    
   3.3050000       3.0939326     -0.10380117E-01 -0.21321354    
   3.3100000       3.0968351     -0.10390488E-01 -0.21349478    
   3.3150000       3.0997181     -0.10400753E-01 -0.21377433    
   3.3200000       3.1025815     -0.10410912E-01 -0.21405219    
   3.3250000       3.1054254     -0.10420965E-01 -0.21432837    
   3.3300000       3.1082497     -0.10430913E-01 -0.21460287    
   3.3350000       3.1110544     -0.10440754E-01 -0.21487569    
   3.3400000       3.1138394     -0.10450494E-01 -0.21514683    
   3.3450000       3.1166047     -0.10460130E-01 -0.21541629    
   3.3500000       3.1193503     -0.10469668E-01 -0.21568409    
   3.3550000       3.1220761     -0.10479109E-01 -0.21595021    
   3.3600000       3.1247821     -0.10488455E-01 -0.21621466    
   3.3650000       3.1274682     -0.10497710E-01 -0.21647744    
   3.3700000       3.1301344     -0.10506877E-01 -0.21673856    
   3.3750000       3.1327808     -0.10515959E-01 -0.21699800    
   3.3800000       3.1354071     -0.10524961E-01 -0.21725579    
   3.3850000       3.1380135     -0.10533886E-01 -0.21751191    
   3.3900000       3.1405998     -0.10542737E-01 -0.21776638    
   3.3950000       3.1431661     -0.10551518E-01 -0.21801919    
   3.4000000       3.1457123     -0.10560233E-01 -0.21827034    
   3.4050000       3.1482383     -0.10568886E-01 -0.21851983    
   3.4100000       3.1507442     -0.10577480E-01 -0.21876768    
   3.4150000       3.1532299     -0.10586017E-01 -0.21901386    
   3.4200000       3.1556954     -0.10594501E-01 -0.21925841    
   3.4250000       3.1581406     -0.10602935E-01 -0.21950130    
   3.4300000       3.1605655     -0.10611321E-01 -0.21974254    
   3.4350000       3.1629701     -0.10619661E-01 -0.21998214    
   3.4400000       3.1653543     -0.10627957E-01 -0.22022010    
   3.4450000       3.1677181     -0.10636209E-01 -0.22045641    
   3.4500000       3.1700615     -0.10644420E-01 -0.22069108    
   3.4550000       3.1723845     -0.10652589E-01 -0.22092411    
   3.4600000       3.1746870     -0.10660716E-01 -0.22115551    
   3.4650000       3.1769689     -0.10668801E-01 -0.22138526    
   3.4700000       3.1792303     -0.10676843E-01 -0.22161338    
   3.4750000       3.1814713     -0.10684844E-01 -0.22183989    
   3.4800000       3.1836912     -0.10692783E-01 -0.22206469    
   3.4850000       3.1858911     -0.10700703E-01 -0.22228798    
   3.4900000       3.1880697     -0.10708540E-01 -0.22250949    
   3.4950000       3.1902283     -0.10716358E-01 -0.22272953    
   3.5000000       3.1923654     -0.10724083E-01 -0.22294776    
   3.5050000       3.1944825     -0.10731787E-01 -0.22316457    
   3.5100000       3.1965781     -0.10739388E-01 -0.22337953    
   3.5150000       3.1986537     -0.10746962E-01 -0.22359310    
   3.5200000       3.2007076     -0.10754423E-01 -0.22380480    
   3.5250000       3.2027415     -0.10761850E-01 -0.22401513    
   3.5300000       3.2047536     -0.10769154E-01 -0.22422358    
   3.5350000       3.2067457     -0.10776418E-01 -0.22443067    
   3.5400000       3.2087160     -0.10783549E-01 -0.22463587    
   3.5450000       3.2106661     -0.10790631E-01 -0.22483972    
   3.5500000       3.2125944     -0.10797570E-01 -0.22504168    
   3.5550000       3.2145026     -0.10804453E-01 -0.22524230    
   3.5600000       3.2163888     -0.10811186E-01 -0.22544102    
   3.5650000       3.2182548     -0.10817854E-01 -0.22563840    
   3.5700000       3.2200989     -0.10824364E-01 -0.22583389    
   3.5750000       3.2219227     -0.10830804E-01 -0.22602804    
   3.5800000       3.2237245     -0.10837079E-01 -0.22622030    
   3.5850000       3.2255060     -0.10843278E-01 -0.22641123    
   3.5900000       3.2272654     -0.10849308E-01 -0.22660026    
   3.5950000       3.2290045     -0.10855257E-01 -0.22678796    
   3.6000000       3.2307214     -0.10861035E-01 -0.22697377    
   3.6050000       3.2324179     -0.10866726E-01 -0.22715823    
   3.6100000       3.2340925     -0.10872258E-01 -0.22734085    
   3.6150000       3.2357462     -0.10877681E-01 -0.22752206    
   3.6200000       3.2373782     -0.10882958E-01 -0.22770149    
   3.6250000       3.2389892     -0.10888123E-01 -0.22787946    
   3.6300000       3.2405785     -0.10893147E-01 -0.22805569    
   3.6350000       3.2421467     -0.10898058E-01 -0.22823043    
   3.6400000       3.2436932     -0.10902833E-01 -0.22840346    
   3.6450000       3.2452185     -0.10907497E-01 -0.22857497    
   3.6500000       3.2467221     -0.10912032E-01 -0.22874480    
   3.6550000       3.2482044     -0.10916459E-01 -0.22891309    
   3.6600000       3.2496651     -0.10920764E-01 -0.22907971    
   3.6650000       3.2511044     -0.10924965E-01 -0.22924479    
   3.6700000       3.2525220     -0.10929052E-01 -0.22940821    
   3.6750000       3.2539181     -0.10933040E-01 -0.22957008    
   3.6800000       3.2552926     -0.10936922E-01 -0.22973029    
   3.6850000       3.2566456     -0.10940711E-01 -0.22988895    
   3.6900000       3.2579768     -0.10944401E-01 -0.23004597    
   3.6950000       3.2592866     -0.10948005E-01 -0.23020142    
   3.7000000       3.2605745     -0.10951517E-01 -0.23035523    
   3.7050000       3.2618409     -0.10954949E-01 -0.23050747    
   3.7100000       3.2630855     -0.10958295E-01 -0.23065809    
   3.7150000       3.2643085     -0.10961566E-01 -0.23080713    
   3.7200000       3.2655097     -0.10964758E-01 -0.23095454    
   3.7250000       3.2666892     -0.10967878E-01 -0.23110038    
   3.7300000       3.2678469     -0.10970924E-01 -0.23124460    
   3.7350000       3.2689829     -0.10973901E-01 -0.23138724    
   3.7400000       3.2700971     -0.10976807E-01 -0.23152826    
   3.7450000       3.2711895     -0.10979647E-01 -0.23166770    
   3.7500000       3.2722600     -0.10982417E-01 -0.23180552    
   3.7550000       3.2733087     -0.10985121E-01 -0.23194176    
   3.7600000       3.2743356     -0.10987755E-01 -0.23207639    
   3.7650000       3.2753406     -0.10990323E-01 -0.23220944    
   3.7700000       3.2763237     -0.10992821E-01 -0.23234088    
   3.7750000       3.2772850     -0.10995249E-01 -0.23247073    
   3.7800000       3.2782243     -0.10997604E-01 -0.23259898    
   3.7850000       3.2791418     -0.10999886E-01 -0.23272564    
   3.7900000       3.2800373     -0.11002092E-01 -0.23285069    
   3.7950000       3.2809109     -0.11004220E-01 -0.23297416    
   3.8000000       3.2817625     -0.11006266E-01 -0.23309602    
   3.8050000       3.2825921     -0.11008230E-01 -0.23321630    
   3.8100000       3.2833998     -0.11010106E-01 -0.23333497    
   3.8150000       3.2841855     -0.11011893E-01 -0.23345206    
   3.8200000       3.2849492     -0.11013587E-01 -0.23356754    
   3.8250000       3.2856909     -0.11015186E-01 -0.23368144    
   3.8300000       3.2864105     -0.11016685E-01 -0.23379374    
   3.8350000       3.2871082     -0.11018082E-01 -0.23390446    
   3.8400000       3.2877838     -0.11019374E-01 -0.23401357    
   3.8450000       3.2884373     -0.11020559E-01 -0.23412110    
   3.8500000       3.2890688     -0.11021632E-01 -0.23422703    
   3.8550000       3.2896783     -0.11022594E-01 -0.23433137    
   3.8600000       3.2902656     -0.11023433E-01 -0.23443411    
   3.8650000       3.2908309     -0.11024168E-01 -0.23453528    
   3.8700000       3.2913740     -0.11024768E-01 -0.23463484    
   3.8750000       3.2918952     -0.11025264E-01 -0.23473283    
   3.8800000       3.2923941     -0.11025621E-01 -0.23482920    
   3.8850000       3.2928710     -0.11025872E-01 -0.23492401    
   3.8900000       3.2933257     -0.11025983E-01 -0.23501721    
   3.8950000       3.2937583     -0.11025986E-01 -0.23510884    
   3.9000000       3.2941688     -0.11025855E-01 -0.23519886    
   3.9050000       3.2945571     -0.11025608E-01 -0.23528731    
   3.9100000       3.2949233     -0.11025234E-01 -0.23537416    
   3.9150000       3.2952673     -0.11024744E-01 -0.23545943    
   3.9200000       3.2955892     -0.11024131E-01 -0.23554311    
   3.9250000       3.2958889     -0.11023405E-01 -0.23562521    
   3.9300000       3.2961665     -0.11022560E-01 -0.23570571    
   3.9350000       3.2964219     -0.11021605E-01 -0.23578464    
   3.9400000       3.2966550     -0.11020537E-01 -0.23586198    
   3.9450000       3.2968661     -0.11019364E-01 -0.23593773    
   3.9500000       3.2970549     -0.11018084E-01 -0.23601190    
   3.9550000       3.2972216     -0.11016704E-01 -0.23608448    
   3.9600000       3.2973660     -0.11015224E-01 -0.23615549    
   3.9650000       3.2974883     -0.11013650E-01 -0.23622491    
   3.9700000       3.2975884     -0.11011979E-01 -0.23629275    
   3.9750000       3.2976663     -0.11010223E-01 -0.23635900    
   3.9800000       3.2977220     -0.11008377E-01 -0.23642367    
   3.9850000       3.2977554     -0.11006449E-01 -0.23648677    
   3.9900000       3.2977667     -0.11004439E-01 -0.23654828    
   3.9950000       3.2977558     -0.11002351E-01 -0.23660822    
   4.0000000       3.2977227     -0.11000185E-01 -0.23666657    
   4.0050000       3.2976674     -0.10997945E-01 -0.23672335    
   4.0100000       3.2975899     -0.10995632E-01 -0.23677855    
   4.0150000       3.2974901     -0.10993249E-01 -0.23683217    
   4.0200000       3.2973682     -0.10990795E-01 -0.23688421    
   4.0250000       3.2972241     -0.10988272E-01 -0.23693468    
   4.0300000       3.2970578     -0.10985681E-01 -0.23698358    
   4.0350000       3.2968692     -0.10983022E-01 -0.23703090    
   4.0400000       3.2966585     -0.10980294E-01 -0.23707664    
   4.0450000       3.2964256     -0.10977498E-01 -0.23712081    
   4.0500000       3.2961705     -0.10974633E-01 -0.23716341    
   4.0550000       3.2958932     -0.10971697E-01 -0.23720444    
   4.0600000       3.2955937     -0.10968691E-01 -0.23724389    
   4.0650000       3.2952721     -0.10965611E-01 -0.23728178    
   4.0700000       3.2949282     -0.10962457E-01 -0.23731809    
   4.0750000       3.2945622     -0.10959227E-01 -0.23735284    
   4.0800000       3.2941740     -0.10955918E-01 -0.23738601    
   4.0850000       3.2937636     -0.10952529E-01 -0.23741762    
   4.0900000       3.2933311     -0.10949056E-01 -0.23744766    
   4.0950000       3.2928764     -0.10945498E-01 -0.23747614    
   4.1000000       3.2923996     -0.10941851E-01 -0.23750305    
   4.1050000       3.2919006     -0.10938115E-01 -0.23752839    
   4.1100000       3.2913795     -0.10934285E-01 -0.23755218    
   4.1150000       3.2908362     -0.10930359E-01 -0.23757439    
   4.1200000       3.2902708     -0.10926335E-01 -0.23759505    
   4.1250000       3.2896833     -0.10922212E-01 -0.23761414    
   4.1300000       3.2890736     -0.10917986E-01 -0.23763168    
   4.1350000       3.2884419     -0.10913656E-01 -0.23764765    
   4.1400000       3.2877881     -0.10909219E-01 -0.23766207    
   4.1450000       3.2871121     -0.10904676E-01 -0.23767493    
   4.1500000       3.2864141     -0.10900023E-01 -0.23768623    
   4.1550000       3.2856940     -0.10895261E-01 -0.23769597    
   4.1600000       3.2849518     -0.10890388E-01 -0.23770416    
   4.1650000       3.2841876     -0.10885404E-01 -0.23771080    
   4.1700000       3.2834013     -0.10880309E-01 -0.23771588    
   4.1750000       3.2825930     -0.10875103E-01 -0.23771941    
   4.1800000       3.2817626     -0.10869786E-01 -0.23772139    
   4.1850000       3.2809102     -0.10864360E-01 -0.23772182    
   4.1900000       3.2800359     -0.10858824E-01 -0.23772071    
   4.1950000       3.2791395     -0.10853181E-01 -0.23771804    
   4.2000000       3.2782211     -0.10847431E-01 -0.23771382    
   4.2050000       3.2772807     -0.10841577E-01 -0.23770806    
   4.2100000       3.2763184     -0.10835619E-01 -0.23770076    
   4.2150000       3.2753341     -0.10829562E-01 -0.23769191    
   4.2200000       3.2743279     -0.10823405E-01 -0.23768152    
   4.2250000       3.2732998     -0.10817152E-01 -0.23766959    
   4.2300000       3.2722497     -0.10810806E-01 -0.23765611    
   4.2350000       3.2711777     -0.10804368E-01 -0.23764110    
   4.2400000       3.2700839     -0.10797841E-01 -0.23762455    
   4.2450000       3.2689681     -0.10791228E-01 -0.23760646    
   4.2500000       3.2678305     -0.10784531E-01 -0.23758684    
   4.2550000       3.2666711     -0.10777753E-01 -0.23756568    
   4.2600000       3.2654898     -0.10770895E-01 -0.23754299    
   4.2650000       3.2642867     -0.10763960E-01 -0.23751877    
   4.2700000       3.2630617     -0.10756950E-01 -0.23749301    
   4.2750000       3.2618150     -0.10749867E-01 -0.23746573    
   4.2800000       3.2605466     -0.10742712E-01 -0.23743692    
   4.2850000       3.2592563     -0.10735486E-01 -0.23740658    
   4.2900000       3.2579443     -0.10728192E-01 -0.23737472    
   4.2950000       3.2566106     -0.10720829E-01 -0.23734133    
   4.3000000       3.2552552     -0.10713399E-01 -0.23730641    
   4.3050000       3.2538781     -0.10705902E-01 -0.23726998    
   4.3100000       3.2524793     -0.10698337E-01 -0.23723203    
   4.3150000       3.2510588     -0.10690706E-01 -0.23719255    
   4.3200000       3.2496168     -0.10683007E-01 -0.23715156    
   4.3250000       3.2481530     -0.10675239E-01 -0.23710905    
   4.3300000       3.2466677     -0.10667403E-01 -0.23706503    
   4.3350000       3.2451608     -0.10659496E-01 -0.23701949    
   4.3400000       3.2436324     -0.10651518E-01 -0.23697244    
   4.3450000       3.2420824     -0.10643467E-01 -0.23692388    
   4.3500000       3.2405108     -0.10635341E-01 -0.23687381    
   4.3550000       3.2389178     -0.10627139E-01 -0.23682223    
   4.3600000       3.2373032     -0.10618858E-01 -0.23676915    
   4.3650000       3.2356672     -0.10610497E-01 -0.23671456    
   4.3700000       3.2340098     -0.10602053E-01 -0.23665847    
   4.3750000       3.2323309     -0.10593524E-01 -0.23660088    
   4.3800000       3.2306306     -0.10584908E-01 -0.23654178    
   4.3850000       3.2289090     -0.10576203E-01 -0.23648119    
   4.3900000       3.2271659     -0.10567408E-01 -0.23641910    
   4.3950000       3.2254016     -0.10558519E-01 -0.23635551    
   4.4000000       3.2236159     -0.10549535E-01 -0.23629043    
   4.4050000       3.2218089     -0.10540455E-01 -0.23622386    
   4.4100000       3.2199807     -0.10531276E-01 -0.23615579    
   4.4150000       3.2181312     -0.10521998E-01 -0.23608624    
   4.4200000       3.2162605     -0.10512619E-01 -0.23601520    
   4.4250000       3.2143686     -0.10503138E-01 -0.23594267    
